"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","eids-badge__description","he-lazy-image src","eids-badge__label","list-view-location","img-wrp href","he-lazy-image src 2","he-lazy-image src 3","listing-card--owner-info__firm-name","listing-card--owner-info__name","list-view-header"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-kiralik/daire/136254-359","25","65.000","01-06-2025","Kiralık Daire","3 +
                          1","170 m²","1
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Küçükçekmece / Atakent Mah.","https://www.hepsiemlak.com/emlak-ofisi/ay-emlak-136254/tugba-seker-3685140","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/1/4/4/2/7/4/4/fc38bd32-11d9-467c-9971-c1c93089105e.jpg","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg","Ay Emlak","Tuğba
          Şeker",""
"https://www.hepsiemlak.com/istanbul-besiktas-arnavutkoy-kiralik/yali-dairesi/2600-19081","13","100.000","01-06-2025","Kiralık Yalı Dairesi","2 +
                          1","110 m²","40
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Beşiktaş / Arnavutköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/lotus-proje-2600/nilufer-yilmaz-2600","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/4/0/1/5/0/7/4/4/867c499baf015b9c01edeab41a81d3513b362d2c40fa4d45a4e68943beb91afbb1ac7122b03cb7d4ab961f8e920d57cb.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/0/6/2/0/0/5e14af36-f288-413c-97e1-655533e0b80d.jpg","Lotus Proje","Nilüfer
          Yılmaz",""
"https://www.hepsiemlak.com/istanbul-beykoz-tokatkoy-kiralik/daire/153656-77","11","25.000","31-05-2025","Kiralık Daire","3 +
                          1","135 m²","30
                        Yaşında","2. Kat","","","","İstanbul / Beykoz / Tokatköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/west-gayrimenkul-ve-danismanlik-153656/gurkan-keles-4330120","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/2/6/3/2/7/4/4/1748694119-819374-44723626.jpeg","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/1/0/3/3/4/df6c96ac-9684-4bed-a2b6-d88ba4b4c3d2.jpg","West Gayrimenkul Ve Danışmanlık","Gürkan
          Keleş",""
"https://www.hepsiemlak.com/istanbul-buyukcekmece-ataturk-kiralik/daire/142108-163","35","29.990","31-05-2025","Kiralık Daire","2 +
                          1","110 m²","1
                        Yaşında","2. Kat","","","","İstanbul / Büyükçekmece / Atatürk Mah.","https://www.hepsiemlak.com/emlak-ofisi/uzmanlar-gayrimenkul-142108","https://hecdn01.hemlak.com/mncropresize/280/210/ds01/6/1/0/3/2/7/4/4/417e3343-7dba-4101-8048-ff2a7c51415a.jpg","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/0/1/2/4/1/e025fdd8-8534-40fc-bdfb-e0610eb9e5dd.PNG","Uzmanlar Gayrimenkul","",""
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/155879-18","28","30.000","02-06-2025","Kiralık Daire","3 +
                          1","160 m²","20
                        Yaşında","7. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/8/1/4/6/4/4/1747404969-2176728-44641879.jpeg","EİDS onaylı","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Beylikdüzü Adnan Kahveci Simakent Sitesinde 3+1 Havuzlu Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-kiralik/daire/137998-122","14","19.997","04-06-2025","Kiralık Daire","1 +
                          1","80 m²","10
                        Yaşında","Ara Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/5/8/0/3/4/4/1742385060-083782-44308578.jpeg","EİDS onaylı","İstanbul / Beylikdüzü / Adnan Kahveci Mah.","https://www.hepsiemlak.com/emlak-ofisi/siem-gayrimenkul-137998/siem-gayrimenkul-3795620","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/2/6/5/9/7/3/0380ca87-216e-471e-acf7-e3307b769c93.jpg","Siem Gayrimenkul","Siem
          Gayrimenkul","Siem’den Adnan Kahveci Ahenk Sitesi 1+1 Kiralık Daire!"
"https://www.hepsiemlak.com/istanbul-atasehir-kucukbakkalkoy-kiralik/daire/2137-27848","38","35.000","26-05-2025","Kiralık Daire","2 +
                          1","100 m²","30
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/8/0/6/5/4/4/1746124733521-44560895.jpg","EİDS onaylı","İstanbul / Ataşehir / Küçükbakkalköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Merkezi Konum,Ulaşım Kolaylığı, Yeşillikler İçinde Kiralık Daire!!!!"
"https://www.hepsiemlak.com/istanbul-tuzla-istasyon-kiralik/daire/2137-27846","38","50.000","30-05-2025","Kiralık Daire","2 +
                          1","95 m²","11
                        Yaşında","Bahçe Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/2/3/2/5/5/4/4/8e52da15-cc4c-4fc7-8679-a7452e1ce09e.jpg","EİDS onaylı","İstanbul / Tuzla / İstasyon Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Tuzla Mesa Çınarlı Bahçe De Kiralık Eşyalı 2 1 Bahçe Katı"
"https://www.hepsiemlak.com/istanbul-fatih-balat-kiralik/daire/2137-27790","20","41.500","01-06-2025","Kiralık Daire","3 +
                          1","95 m²","52
                        Yaşında","Villa Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/2/4/3/4/4/354d3f8f-4bd6-40d4-a854-18e09fc88d14.jpg","EİDS onaylı","İstanbul / Fatih / Balat Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Balat Merkezde Tadilatlı, Cumbalı, Teraslı Bina.."
"https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-kiralik/daire/2137-27863","8","49.250","01-06-2025","Kiralık Daire","1 +
                          1","62 m²","8
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/5/5/6/6/4/4/19aa670a-beba-4475-9e2f-908fd37a6233.jpg","EİDS onaylı","İstanbul / Kadıköy / Göztepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Bağdat Cd. Göztepe Işıklara Yakın, 1+1"
"https://www.hepsiemlak.com/istanbul-besiktas-etiler-kiralik/daire/2137-27872","35","50.000","02-06-2025","Kiralık Daire","2 +
                          1","90 m²","40
                        Yaşında","6. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/6/7/2/7/4/4/d1bd13e1-10c1-4c6d-afc0-44fe2274a83e.jpg","EİDS onaylı","İstanbul / Beşiktaş / Etiler Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Etiler Basın Sit.'de Kiralık Bakımlı Harika Dubleks Daire!!!"
"https://www.hepsiemlak.com/istanbul-atasehir-ornek-kiralik/daire/2137-27873","16","37.000","03-06-2025","Kiralık Daire","2 +
                          1","95 m²","8
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/4/6/4/3/7/4/4/275ed7fd-fa04-42a0-af4b-14dfa97b7749.jpg","EİDS onaylı","İstanbul / Ataşehir / Örnek Mah.","https://www.hepsiemlak.com/emlak-ofisi/remax-yildiz-2137","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/3/1/2/0/0/c6937f24-6fb9-4e21-88d8-ef8ea80d25c2.jpg","Remax Yıldız","","Örnek Mahallesinde Merkezi Konumda Kiralık 2+1 Bakımlı Daire"
"https://www.hepsiemlak.com/istanbul-kucukcekmece-halkali-merkez-kiralik/daire/155274-32","12","24.000","04-06-2025","Kiralık Daire","2 +
                          1","90 m²","10
                        Yaşında","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/9/9/3/6/4/4/1747849933-663342-44639961.jpeg","EİDS onaylı","İstanbul / Küçükçekmece / Halkalı Merkez Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Memura Aileye 2+1 Yeni Daire Halkalı Merkez Mah."
"https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/19631-2088","5","22.000","04-06-2025","Kiralık Daire","Stüdyo","40 m²","30
                        Yaşında","1. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/0/8/2/5/4/4/231dc36f-e6d9-4146-a86a-0efcde53e86e.jpg","EİDS onaylı","İstanbul / Beşiktaş / Mecidiye Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Karadeniz  Emlak Beşiktaş Ortaköy De Full Eşyali Herşey Dahil Studyo Kombili"
"https://www.hepsiemlak.com/istanbul-sisli-izzet-pasa-kiralik/daire/50569-5310","60","20.000","01-06-2025","Kiralık Daire","1 +
                          1","50 m²","Sıfır Bina","Yüksek Giriş","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/img/eids-logo-mini.png","EİDS onaylı","İstanbul / Şişli / İzzet Paşa Mah.","https://www.hepsiemlak.com/emlak-ofisi/fulya-emlak-50569/fulya-havuz-961260","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/0/6/2/1/6/9/909e240b-26b1-4c97-a1fb-a0b7ed06c529.jpg","","Fulya Emlak","Fulya
          Havuz","Fulya Emlak'tan Metro Metrobüse 8-10 Dakika 1+1 Sıfır Daireler"
"https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-kiralik/daire/145985-17","23","85.000","01-06-2025","Kiralık Daire","2 +
                          1","125 m²","4
                        Yaşında","12. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/9/5/4/1/f5411059-b8b9-4814-b28a-57b26674be10.jpg","EİDS onaylı","İstanbul / Bakırköy / Ataköy 7-8-9-10. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/ysk-gayrimenkul-ltdsti-145985","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","Ysk Gayrimenkul LTD.ŞTİ.","","Aşçıoğlu Selenıum Retro 9 12.Kat 2+1 125m2 Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-kiralik/daire/145985-18","31","80.000","01-06-2025","Kiralık Daire","2 +
                          1","125 m²","7
                        Yaşında","7. Kat","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/9/5/4/1/f5411059-b8b9-4814-b28a-57b26674be10.jpg","","İstanbul / Bakırköy / Ataköy 7-8-9-10. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/ysk-gayrimenkul-ltdsti-145985","","","Ysk Gayrimenkul LTD.ŞTİ.","","Bakırköy Route Ataköy'de 7.Kat 2+1 125m2 Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-bakirkoy-atakoy-7-8-9-10-kisim-kiralik/daire/145985-19","29","50.000","01-06-2025","Kiralık Daire","1 +
                          1","76 m²","4
                        Yaşında","7. Kat","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/1/6/2/7/4/4/907b6e0d-f1ac-4906-a1c7-c683aed637a1.jpg","","İstanbul / Bakırköy / Ataköy 7-8-9-10. Kısım Mah.","https://www.hepsiemlak.com/emlak-ofisi/ysk-gayrimenkul-ltdsti-145985","","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/5/8/9/5/4/1/f5411059-b8b9-4814-b28a-57b26674be10.jpg","Ysk Gayrimenkul LTD.ŞTİ.","","Bakırköy Route Ataköy'de 7.Kat 1+1 76m2 Eşyalı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-duatepe-kiralik/daire/110844-5901","42","40.000","31-05-2025","Kiralık Daire","3 +
                          1","130 m²","8
                        Yaşında","Kot 1","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/5/7/8/6/4/4/41de7f2a-5729-4310-8ad0-f53c85b840e8.jpg","","İstanbul / Şişli / Duatepe Mah.","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-110844/ali-zincidi-2308953","","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/9/8/0/3/2/1aaa650c-bde2-4a20-a999-e0c24954ad90.jpg","Erkin Emlak","Ali
          Zincidi","Şişli Osmanbey Metroya 3 Dak.Yeni Binada 3+1ebebeyin Banyolu Ters Dublex"
"https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-kiralik/daire/44018-3487","13","40.000","31-05-2025","Kiralık Daire","2 +
                          1","90 m²","2
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/0/4/5/6/4/4/1747649895739-44654045.jpg","EİDS onaylı","İstanbul / Beylikdüzü / Kavaklı Mah.","https://www.hepsiemlak.com/emlak-ofisi/emlak-buluruzcom-44018","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/8/1/0/4/4/0/af15bbda-1d6d-407c-b925-f8b64402d973.jpg","Emlak Buluruz.com","","Beylıkdüzü Yakupluda 2+1kıralık Daıre"
"https://www.hepsiemlak.com/istanbul-gungoren-mehmet-nesih-ozmen-kiralik/daire/145630-97","1","25.000","02-06-2025","Kiralık Daire","1 +
                          1","120 m²","30
                        Yaşında","3. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/4/4/3/6/3/4/1745588592337-43634475.jpg","EİDS onaylı","İstanbul / Güngören / Mehmet Nesih Özmen Mah.","","https://hecdn01.hemlak.com/img/eids-logo-mini.png","","","","Kiralık  3+1 Daire Merter"
"https://www.hepsiemlak.com/istanbul-kadikoy-feneryolu-kiralik/daire/1077-67265","25","42.000","02-06-2025","Kiralık Daire","3 +
                          1","90 m²","36
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/0/1/7/6/4/4/d7d62981-fdce-4222-a4b7-6ab03a02cc89.jpg","EİDS onaylı","İstanbul / Kadıköy / Feneryolu Mah.","https://www.hepsiemlak.com/emlak-ofisi/dilge-emlak-1077","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/logo/7/7/0/1/0/0/d623d23d-6147-4a5d-865c-fbb56f1078d6.jpg","Dilge Emlak","","Feneryolu Merkezi Konumda 3+1 Yenilenmiş Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/145839-96","40","35.000","29-05-2025","Kiralık Daire","2 +
                          1","90 m²","5
                        Yaşında","2. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/8/5/9/6/4/4/1748323472036-44695881.jpg","EİDS onaylı","İstanbul / Kağıthane / Çağlayan Mah.","https://www.hepsiemlak.com/emlak-ofisi/el-es-gayrimenkul-145839/abdullah-arli-4132468","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/8/6/4/2/3/1/4/cd7a80fe-50f0-4aae-8d43-5d486c38deb9.jpg","El Es Gayrimenkul","Abdullah
          Arli","Kağıthane Çağlayan Da Asansörlü Kapalı Otoparklı Kiralık Daire"
"https://www.hepsiemlak.com/istanbul-sisli-ferikoy-kiralik/daire/110844-5895","19","65.000","29-05-2025","Kiralık Daire","3 +
                          1","180 m²","19
                        Yaşında","4. Kat","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/4/5/7/6/4/4/f5d48f7c-3add-4453-8e0e-d4ddabe002c7.jpg","EİDS onaylı","İstanbul / Şişli / Feriköy Mah.","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-110844/ali-zincidi-2308953","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/9/8/0/3/2/1aaa650c-bde2-4a20-a999-e0c24954ad90.jpg","Erkin Emlak","Ali
          Zincidi","Şişli Kurtuluş Caddesinde Yeni Binada 3+1 Asansörlü Teraslı Daire"
"https://www.hepsiemlak.com/istanbul-beyoglu-gumussuyu-kiralik/daire/110844-5852","12","26.000","29-05-2025","Kiralık Daire","Stüdyo","22 m²","30
                        Yaşında","Giriş Katı","Elektronik İlan Doğrulama Sistemi yetki doğrulaması yapılmıştır.","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/6/1/0/5/4/4/1745077550-194524-44501600.jpeg","EİDS onaylı","İstanbul / Beyoğlu / Gümüşsuyu Mah.","https://www.hepsiemlak.com/emlak-ofisi/erkin-emlak-110844/ali-zincidi-2308953","https://hecdn01.hemlak.com/img/eids-logo-mini.png","https://hecdnnw.hemlak.com/mncropresize/77/67/firmuser/3/5/9/8/0/3/2/1aaa650c-bde2-4a20-a999-e0c24954ad90.jpg","Erkin Emlak","Ali
          Zincidi","Taksim Meydana Yürüme Mesafesinde Eşyalı Stüdyo Daire"
